datetime,Cum_irr,RadSum,HumDef,WC_slab1,Iglob,Tair,PipeGrow,Tot_PAR,PARout,WC_slab2
2019-12-18 02:10:00.191999714,0.0,0.0,3.4,91.2,0.0,16.4,0.0,149.0,0.0,93.2
2019-12-18 02:15:00.000000000,0.0,0.0,3.5,91.2,0.0,16.4,0.0,149.0,0.0,93.2
2019-12-18 02:19:59.808000285,0.0,0.0,3.4,91.2,0.0,16.3,0.0,149.0,0.0,93.2
2019-12-18 02:24:59.615999939,0.0,0.0,3.4,91.2,0.0,16.4,0.0,149.0,0.0,93.2
2019-12-18 02:30:00.287999887,0.0,0.0,3.5,91.2,0.0,16.7,0.0,149.0,0.0,93.2
2019-12-18 02:35:00.096000172,0.0,0.0,3.5,91.3,0.0,16.6,0.0,149.0,0.0,93.1
2019-12-18 02:39:59.903999827,0.0,0.0,3.6,91.2,0.0,16.8,0.0,149.0,0.0,93.1
2019-12-18 02:44:59.712000112,0.0,0.0,3.5,91.2,0.0,16.6,0.0,149.0,0.0,93.1
2019-12-18 02:50:00.384000060,0.0,0.0,3.5,91.2,0.0,16.7,0.0,149.0,0.0,93.2
2019-12-18 02:55:00.191999714,0.0,0.0,3.6,91.2,0.0,16.8,0.0,149.0,0.0,93.2
2019-12-18 03:00:00.000000000,0.0,0.0,3.6,91.2,0.0,16.8,0.0,149.0,0.0,93.2
2019-12-18 03:04:59.808000285,0.0,0.0,3.6,91.1,0.0,16.9,0.0,149.0,0.0,93.2
2019-12-18 03:09:59.615999939,0.0,0.0,3.6,91.3,0.0,16.8,0.0,149.0,0.0,93.2
2019-12-18 03:15:00.287999887,0.0,0.0,3.5,91.2,0.0,16.8,0.0,149.0,0.0,93.2
2019-12-18 03:20:00.096000172,0.0,0.0,3.5,91.2,0.0,16.7,0.0,149.0,0.0,93.2
2019-12-18 03:24:59.903999827,0.0,0.0,3.5,91.2,0.0,16.7,0.0,149.0,0.0,93.2
2019-12-18 03:29:59.712000112,0.0,0.0,3.5,91.3,0.0,16.7,0.0,149.0,0.0,93.1
2019-12-18 03:35:00.384000060,0.0,0.0,3.5,91.3,0.0,16.8,0.0,149.0,0.0,93.2
2019-12-18 03:40:00.191999714,0.0,0.0,3.5,91.2,0.0,16.7,0.0,149.0,0.0,93.3
2019-12-18 03:45:00.000000000,0.0,0.0,3.5,91.2,0.0,16.7,0.0,149.0,0.0,93.3
2019-12-18 03:49:59.808000285,0.0,0.0,3.4,91.3,0.0,16.6,0.0,149.0,0.0,93.2
2019-12-18 03:54:59.615999939,0.0,0.0,3.4,91.3,0.0,16.7,0.0,149.0,0.0,93.3
2019-12-18 04:00:00.287999887,0.0,0.0,3.4,91.2,0.0,16.9,0.0,149.0,0.0,93.1
2019-12-18 04:05:00.096000172,0.0,0.0,3.3,91.2,0.0,16.6,0.0,149.0,0.0,93.3
2019-12-18 04:09:59.903999827,0.0,0.0,3.4,91.3,0.0,16.8,0.0,149.0,0.0,93.2
